screen_time_hours,work_screen_hours,leisure_screen_hours,sleep_hours,sleep_quality_1_5,stress_level_0_10,productivity_0_10,exercise_minutes_per_week,social_hours_per_week,mental_wellness_index_0_10,occupation_Desempregado,occupation_Empregado,occupation_Estudante,occupation_Reformado,work_mode_Hybrid,work_mode_In-person,work_mode_Remote,age_Jovem_16-25,age_Adulto_25-50,age_Senior_50-60
10.39,0.57,9.82,6.17,1,10.0,4.8,74,6.4,1.1,0,1,0,0,1,0,0,0,1,0
10.13,0.51,9.62,6.59,1,10.0,3.9,34,0.0,0.0,0,1,0,0,1,0,0,1,0,0
8.8,6.69,2.11,7.29,2,6.8,7.7,166,0.0,3.9,0,0,0,1,0,0,0,0,1,0
8.45,1.83,6.62,7.65,2,5.2,7.2,170,8.3,4.2,0,1,0,0,0,1,0,0,1,0
10.13,2.55,7.58,5.2,1,8.5,4.4,106,14.5,1.0,0,1,0,0,0,1,0,1,0,0
9.61,5.75,3.86,6.39,2,10.0,6.0,155,8.7,2.2,0,1,0,0,0,0,1,0,1,0
12.69,5.84,6.85,6.26,1,10.0,5.1,81,11.1,0.3,0,1,0,0,0,0,1,0,1,0
11.19,4.91,6.28,7.17,1,10.0,4.1,102,6.0,0.0,0,1,0,0,0,0,1,1,0,0
4.87,0.41,4.46,9.74,3,2.7,8.9,214,2.5,8.4,0,0,1,0,1,0,0,0,1,0
13.66,0.79,12.87,6.33,1,10.0,3.6,128,7.2,0.2,0,1,0,0,1,0,0,0,1,0
9.8,0.65,9.15,5.88,1,8.6,5.3,91,9.9,1.1,0,1,0,0,1,0,0,0,1,0
6.42,4.43,1.99,7.63,1,7.6,6.6,208,8.4,3.1,1,0,0,0,0,0,0,1,0,0
9.26,0.46,8.8,8.03,2,7.1,6.5,0,0.0,4.0,0,1,0,0,1,0,0,0,1,0
9.66,1.16,8.5,7.14,1,8.4,5.0,249,5.1,0.0,0,1,0,0,1,0,0,0,1,0
2.44,0.12,2.32,7.25,3,0.6,10.0,21,6.4,8.9,1,0,0,0,0,0,0,1,0,0
8.87,1.0,7.87,7.87,1,8.5,4.9,62,10.6,0.3,0,0,1,0,0,1,0,0,1,0
8.89,2.93,5.96,7.66,2,7.8,6.6,105,13.3,3.4,1,0,0,0,0,0,0,0,1,0
7.83,1.79,6.04,6.32,2,7.4,6.1,97,5.9,3.1,0,1,0,0,1,0,0,1,0,0
14.18,2.4,11.78,6.57,1,7.8,4.8,143,5.3,2.0,0,0,1,0,0,0,1,0,1,0
7.64,0.55,7.09,7.91,1,6.9,5.8,31,11.0,1.9,0,1,0,0,1,0,0,1,0,0
8.86,0.68,8.18,7.93,1,8.5,5.0,119,12.1,0.2,0,1,0,0,0,1,0,1,0,0
8.08,1.42,6.66,7.1,1,10.0,4.4,68,8.3,0.0,0,0,1,0,1,0,0,0,1,0
7.95,0.88,7.07,6.82,1,6.7,6.7,126,10.8,3.2,0,1,0,0,0,1,0,1,0,0
9.23,6.1,3.13,8.13,2,8.4,5.2,105,8.6,2.8,0,1,0,0,0,0,1,0,1,0
9.2,2.55,6.65,5.93,1,10.0,4.0,103,8.5,0.0,0,1,0,0,0,0,1,1,0,0
11.55,0.58,10.97,6.98,1,9.3,5.6,48,7.2,1.6,0,0,1,0,1,0,0,0,1,0
6.15,0.37,5.78,6.39,1,7.5,6.5,86,9.3,1.9,0,1,0,0,1,0,0,0,1,0
9.01,2.73,6.28,8.01,2,6.8,4.9,130,10.1,3.2,0,0,0,1,0,0,0,0,1,0
5.87,3.68,2.19,7.19,1,5.9,6.2,183,15.2,3.0,1,0,0,0,0,0,0,1,0,0
10.13,5.13,5.0,7.99,2,7.7,4.7,60,10.4,2.4,0,1,0,0,0,0,1,0,1,0
10.57,0.53,10.04,7.21,3,7.0,6.0,34,0.7,4.4,0,0,1,0,0,1,0,0,1,0
12.39,5.27,7.12,5.48,1,10.0,2.1,123,7.7,0.0,0,1,0,0,0,0,1,1,0,0
9.94,1.11,8.83,8.16,2,10.0,4.2,157,0.8,1.3,0,0,1,0,0,0,1,0,1,0
4.47,1.04,3.43,8.39,3,3.9,8.8,65,9.8,8.0,0,1,0,0,1,0,0,0,1,0
10.54,6.2,4.34,6.21,1,8.0,4.0,0,6.0,0.4,0,1,0,0,0,0,1,0,1,0
7.24,0.67,6.57,7.03,1,8.4,5.4,75,2.1,2.6,0,1,0,0,1,0,0,0,1,0
9.07,3.61,5.46,7.16,1,10.0,4.2,50,5.6,1.3,0,1,0,0,0,0,1,0,1,0
9.51,1.26,8.25,6.46,2,7.1,7.0,98,5.7,3.5,0,1,0,0,0,1,0,0,1,0
14.09,7.1,6.99,7.76,2,10.0,5.1,35,3.3,1.0,0,1,0,0,0,0,1,0,1,0
5.59,1.48,4.11,7.58,2,6.3,7.5,171,13.4,3.9,0,0,0,1,0,0,0,1,0,0
2.44,0.29,2.15,6.04,1,6.7,6.6,132,16.1,2.8,0,1,0,0,0,1,0,0,1,0
8.38,0.42,7.96,7.27,2,6.9,7.6,111,5.1,3.1,0,1,0,0,1,0,0,1,0,0
9.26,3.6,5.66,6.71,1,7.8,4.4,112,5.8,1.4,0,0,1,0,0,0,1,0,1,0
12.73,2.63,10.1,6.47,1,10.0,3.0,97,0.0,0.6,0,1,0,0,1,0,0,0,1,0
10.2,0.51,9.69,6.6,1,10.0,4.2,96,12.5,0.0,0,1,0,0,1,0,0,0,1,0
11.67,2.83,8.84,7.25,1,8.6,6.0,121,7.1,1.5,0,0,1,0,1,0,0,0,1,0
9.75,2.51,7.24,7.81,2,5.5,6.6,43,5.3,3.1,0,0,1,0,0,1,0,0,1,0
5.03,0.89,4.14,7.83,1,6.2,6.5,224,12.7,3.5,0,1,0,0,1,0,0,0,1,0
8.88,0.44,8.44,6.75,1,8.4,4.2,86,7.3,1.1,0,1,0,0,1,0,0,0,1,0
11.12,1.17,9.95,6.76,1,10.0,4.7,2,3.1,0.2,0,1,0,0,0,1,0,0,1,0
5.35,0.31,5.04,7.63,2,6.5,7.6,140,10.6,4.1,1,0,0,0,0,0,0,0,1,0
10.38,4.83,5.55,6.14,1,9.5,4.9,33,1.8,0.4,0,0,1,0,0,0,1,1,0,0
10.79,0.54,10.25,7.31,1,7.8,4.7,143,5.9,1.9,0,1,0,0,1,0,0,0,1,0
7.38,1.53,5.85,7.68,2,9.8,5.0,269,6.9,1.8,1,0,0,0,0,0,0,0,1,0
10.13,2.61,7.52,8.17,1,8.6,4.1,45,7.3,0.9,0,1,0,0,0,0,1,0,1,0
6.4,0.54,5.86,8.49,1,5.5,6.7,145,8.6,3.7,0,1,0,0,1,0,0,0,1,0
8.62,3.15,5.47,6.49,1,10.0,3.9,0,15.5,0.5,0,1,0,0,0,0,1,1,0,0
11.05,0.81,10.24,7.35,1,10.0,3.4,121,6.4,0.4,0,1,0,0,1,0,0,0,1,0
8.55,2.65,5.9,6.41,1,8.7,4.8,47,0.0,1.1,0,0,0,1,0,0,0,0,1,0
10.36,0.52,9.84,7.44,2,9.8,4.6,54,0.0,2.1,0,1,0,0,1,0,0,0,1,0
6.82,0.98,5.84,6.95,1,9.1,4.8,39,8.2,1.0,0,1,0,0,1,0,0,0,1,0
12.63,1.68,10.95,5.69,1,10.0,4.2,133,1.9,1.1,0,0,1,0,0,0,1,0,1,0
10.07,1.71,8.36,7.21,1,10.0,4.3,173,6.5,0.8,0,0,1,0,1,0,0,0,1,0
10.44,1.87,8.57,4.64,1,7.1,5.2,94,5.5,0.9,0,0,1,0,0,1,0,0,1,0
7.77,1.38,6.39,5.87,1,9.4,5.0,53,5.6,1.5,0,1,0,0,0,1,0,0,1,0
8.45,2.96,5.49,6.97,2,6.3,6.0,218,0.0,4.0,0,1,0,0,0,0,1,0,1,0
7.77,3.57,4.2,7.28,2,9.1,5.7,58,5.7,1.9,0,1,0,0,0,0,1,0,1,0
8.56,3.17,5.39,6.9,1,9.1,5.0,0,11.4,0.9,0,1,0,0,0,0,1,0,1,0
5.18,0.73,4.45,6.42,1,5.1,6.1,162,8.2,3.4,1,0,0,0,0,0,0,0,1,0
9.55,1.33,8.22,6.37,1,10.0,5.0,26,0.0,0.5,0,0,1,0,0,1,0,0,1,0
9.73,1.55,8.18,7.35,1,10.0,3.8,174,7.8,0.0,0,1,0,0,1,0,0,0,1,0
6.71,1.59,5.12,7.86,1,8.3,5.5,91,16.2,2.3,0,1,0,0,0,1,0,0,1,0
7.17,1.87,5.3,7.36,2,5.0,8.0,160,9.2,5.1,0,1,0,0,1,0,0,0,1,0
7.77,0.39,7.38,8.13,2,6.3,7.3,208,0.0,4.1,0,1,0,0,1,0,0,0,1,0
11.71,3.83,7.88,6.98,1,10.0,4.1,4,10.3,0.0,0,1,0,0,0,0,1,0,1,0
10.02,0.5,9.52,6.28,1,10.0,4.1,57,0.0,0.2,0,1,0,0,0,1,0,0,1,0
13.4,4.99,8.41,6.17,1,10.0,4.4,72,14.1,0.3,0,0,1,0,0,0,1,0,1,0
9.01,0.45,8.56,5.97,1,6.2,6.4,214,10.6,3.5,0,0,1,0,0,1,0,0,1,0
3.64,0.29,3.35,7.7,3,3.0,8.9,87,0.0,6.5,1,0,0,0,0,0,0,1,0,0
9.17,0.46,8.71,8.07,2,7.7,5.5,69,8.1,1.6,0,1,0,0,0,1,0,0,1,0
11.2,4.76,6.44,7.18,2,8.5,4.1,120,7.7,2.1,0,1,0,0,0,0,1,1,0,0
9.78,1.49,8.29,7.95,1,8.7,5.0,54,1.9,1.9,0,1,0,0,1,0,0,1,0,0
8.12,5.53,2.59,7.03,1,8.2,5.2,124,5.7,1.0,0,0,1,0,0,0,1,0,1,0
9.61,3.45,6.16,8.1,2,3.1,8.4,0,2.0,6.8,0,0,1,0,0,0,1,0,1,0
13.08,2.05,11.03,6.32,1,10.0,4.0,237,7.9,0.7,0,1,0,0,0,0,1,0,1,0
10.7,2.18,8.52,8.02,2,8.0,6.4,2,3.1,2.6,0,1,0,0,0,1,0,0,1,0
10.31,6.31,4.0,6.83,1,10.0,3.8,73,0.0,0.0,0,0,1,0,0,0,1,0,1,0
10.6,1.33,9.27,7.3,2,8.1,6.2,88,5.3,1.9,0,1,0,0,1,0,0,1,0,0
11.1,3.99,7.11,7.92,3,8.2,5.7,225,10.0,4.2,0,0,1,0,0,0,1,0,1,0
10.12,2.4,7.72,6.67,1,10.0,4.8,2,6.6,0.0,0,1,0,0,1,0,0,1,0,0
6.85,0.41,6.44,7.62,2,7.8,5.4,259,17.5,2.5,0,1,0,0,1,0,0,0,1,0
9.72,0.67,9.05,7.95,1,10.0,4.5,152,4.4,1.0,0,1,0,0,1,0,0,0,1,0
10.6,2.29,8.31,6.63,1,9.7,3.1,120,9.5,0.0,0,1,0,0,0,1,0,1,0,0
11.54,0.95,10.59,5.58,1,10.0,3.9,18,6.7,0.0,0,1,0,0,1,0,0,0,1,0
11.28,2.5,8.78,8.45,3,8.3,6.2,132,6.4,3.5,0,0,1,0,0,1,0,0,1,0
8.89,0.94,7.95,6.64,1,8.8,4.6,52,8.1,1.0,0,0,1,0,0,1,0,0,1,0
9.14,2.87,6.27,7.09,1,9.9,3.8,188,4.7,0.6,0,1,0,0,0,0,1,1,0,0
9.43,0.47,8.96,7.92,1,8.6,5.4,34,10.8,1.1,0,1,0,0,0,1,0,0,1,0
4.96,2.68,2.28,7.18,1,8.2,5.7,121,1.4,3.3,0,1,0,0,0,0,1,0,1,0
4.48,1.11,3.37,6.87,1,5.3,6.7,90,4.8,3.4,0,1,0,0,0,1,0,0,1,0
6.34,0.78,5.56,7.61,2,6.8,6.8,49,7.0,3.4,0,1,0,0,1,0,0,0,1,0
10.42,2.58,7.84,5.41,1,10.0,5.8,148,15.3,0.5,0,1,0,0,0,1,0,0,1,0
6.85,0.44,6.41,7.02,1,9.0,5.9,148,9.6,1.6,0,1,0,0,0,1,0,1,0,0
9.39,1.37,8.02,7.07,1,7.4,6.1,180,7.5,2.8,0,0,1,0,0,1,0,1,0,0
6.67,0.53,6.14,7.12,1,8.0,5.9,0,3.5,2.3,0,1,0,0,0,1,0,1,0,0
10.19,5.48,4.71,5.62,1,10.0,4.4,170,8.1,0.0,0,0,1,0,0,0,1,0,1,0
13.59,5.85,7.74,7.66,1,10.0,2.3,253,6.0,0.0,0,0,1,0,0,0,1,0,1,0
1.32,0.17,1.15,8.39,2,0.2,9.7,124,13.4,8.4,0,0,0,1,0,0,0,0,1,0
14.02,7.36,6.66,7.5,1,10.0,3.4,210,1.8,0.5,0,0,1,0,0,0,1,0,1,0
7.06,1.54,5.52,7.11,1,9.1,4.0,96,5.6,0.6,0,1,0,0,1,0,0,0,1,0
9.87,2.41,7.46,6.21,1,8.8,4.1,2,7.1,0.8,0,1,0,0,1,0,0,0,1,0
6.97,0.35,6.62,7.48,1,7.1,4.7,90,6.5,1.4,0,1,0,0,0,1,0,1,0,0
12.02,2.21,9.81,6.41,1,10.0,4.0,159,11.7,1.2,0,1,0,0,1,0,0,0,1,0
6.9,0.77,6.13,6.39,1,7.4,6.3,56,1.5,2.8,0,0,1,0,0,1,0,0,1,0
5.74,1.57,4.17,8.73,2,4.3,8.5,83,12.2,4.7,0,1,0,0,0,0,1,0,1,0
10.97,1.43,9.54,6.19,1,9.5,4.6,130,12.3,0.0,0,1,0,0,0,1,0,1,0,0
10.24,0.51,9.73,5.43,1,10.0,3.7,99,6.6,0.0,0,0,1,0,0,1,0,0,1,0
6.26,0.94,5.32,8.64,2,3.8,6.8,167,2.7,5.7,0,1,0,0,1,0,0,0,1,0
11.49,0.75,10.74,6.26,1,10.0,3.0,105,7.6,0.0,0,0,1,0,1,0,0,0,1,0
10.39,0.52,9.87,6.39,1,10.0,3.5,131,8.3,0.0,0,0,1,0,0,1,0,0,1,0
8.72,2.36,6.36,5.73,1,10.0,4.0,78,6.7,0.3,0,1,0,0,0,0,1,0,1,0
11.58,5.71,5.87,8.02,3,9.9,5.2,103,5.7,2.2,0,0,1,0,0,0,1,0,1,0
7.73,1.52,6.21,6.22,1,7.1,5.2,47,16.4,2.1,0,1,0,0,1,0,0,0,1,0
11.64,6.11,5.53,6.7,2,10.0,4.9,178,2.0,0.8,0,1,0,0,0,0,1,0,1,0
8.06,2.81,5.25,7.92,2,6.8,6.3,65,0.0,3.7,0,1,0,0,0,0,1,0,1,0
9.05,3.83,5.22,7.31,1,7.4,5.5,179,9.5,1.8,0,0,1,0,0,0,1,1,0,0
12.03,4.84,7.19,6.55,1,10.0,4.7,69,13.9,0.1,0,0,1,0,0,0,1,0,1,0
11.21,4.81,6.4,5.39,1,10.0,3.4,106,7.9,0.0,0,0,1,0,0,0,1,0,1,0
10.37,0.81,9.56,6.31,1,10.0,4.5,67,1.8,0.3,0,1,0,0,0,1,0,0,1,0
5.98,0.5,5.48,7.72,2,5.6,7.2,55,5.0,4.3,0,1,0,0,1,0,0,0,1,0
7.77,0.96,6.81,6.77,1,10.0,4.4,0,0.0,0.0,0,0,1,0,0,1,0,0,1,0
10.19,2.64,7.55,6.96,1,8.0,5.6,19,11.1,1.4,1,0,0,0,0,0,0,1,0,0
11.61,5.33,6.28,7.26,2,8.2,5.9,69,0.0,2.5,0,0,1,0,0,0,1,0,1,0
6.03,0.79,5.24,8.28,2,3.2,7.6,137,9.4,5.0,0,1,0,0,1,0,0,0,1,0
5.0,0.67,4.33,6.84,1,6.6,6.3,207,4.6,2.7,0,1,0,0,1,0,0,0,1,0
9.62,4.12,5.5,8.64,2,8.7,5.6,66,9.2,2.4,0,1,0,0,0,0,1,1,0,0
14.02,3.21,10.81,6.84,3,10.0,4.7,9,6.6,1.0,0,1,0,0,1,0,0,1,0,0
14.07,4.54,9.53,6.24,1,10.0,4.0,0,5.8,0.6,0,1,0,0,0,0,1,0,1,0
7.41,1.01,6.4,8.02,3,4.9,8.1,140,7.2,6.8,0,1,0,0,1,0,0,1,0,0
7.63,1.13,6.5,9.1,4,4.5,9.8,207,5.0,7.1,0,1,0,0,1,0,0,0,1,0
10.23,6.7,3.53,5.64,1,10.0,3.4,182,11.3,0.9,0,0,1,0,0,0,1,1,0,0
10.44,3.97,6.47,6.66,1,7.8,5.0,146,6.4,1.7,0,1,0,0,0,0,1,0,1,0
5.84,0.4,5.44,5.64,1,10.0,4.4,169,6.7,0.7,0,1,0,0,0,1,0,0,1,0
8.62,1.94,6.68,7.41,1,9.7,5.0,233,18.5,0.7,0,1,0,0,1,0,0,0,1,0
10.34,3.55,6.79,7.21,1,10.0,3.3,123,9.5,0.4,0,1,0,0,0,0,1,0,1,0
10.47,1.05,9.42,6.75,2,10.0,5.0,138,6.3,1.7,0,1,0,0,0,1,0,0,1,0
11.79,6.19,5.6,6.03,1,10.0,3.6,61,11.7,0.0,0,1,0,0,0,0,1,1,0,0
7.49,1.21,6.28,5.67,1,7.8,5.1,19,17.6,0.8,0,1,0,0,1,0,0,0,1,0
10.75,0.84,9.91,6.98,1,9.7,3.4,40,9.0,0.0,0,0,1,0,0,1,0,1,0,0
10.97,4.21,6.76,8.06,1,10.0,3.9,99,9.4,0.2,0,0,1,0,0,0,1,0,1,0
14.0,6.2,7.8,5.92,1,10.0,4.4,83,0.7,0.6,0,0,1,0,0,0,1,0,1,0
6.43,2.99,3.44,7.75,1,5.9,6.5,252,7.6,3.9,0,0,1,0,0,0,1,0,1,0
9.59,5.44,4.15,5.57,1,10.0,4.7,99,7.0,0.4,0,1,0,0,0,0,1,1,0,0
8.72,2.36,6.36,7.56,1,9.4,5.7,193,10.1,0.7,0,0,1,0,0,0,1,0,1,0
5.04,0.94,4.1,7.32,1,7.1,6.4,97,12.1,2.1,0,0,0,1,0,0,0,0,1,0
8.86,3.82,5.04,6.55,1,10.0,4.1,88,9.8,0.8,0,1,0,0,0,0,1,0,1,0
