row_id,screen_time_hours,work_screen_hours,leisure_screen_hours,sleep_hours,sleep_quality_1_5,exercise_minutes_per_week,social_hours_per_week,stress_level_0_10,productivity_0_10,mental_wellness_index_0_10,mw_class_true,mw_pred_reg_lin,mw_class_pred_rf,mw_prob_Baixo,mw_prob_Medio,mw_prob_Alto,cluster_obj1_k4,cluster_obj2_k4
177,10.48,5.65,4.83,7.18,1,84,23.9,10.0,3.7,0.0,Baixo,-0.08557929103396233,Baixo,1.0,0.0,0.0,3,3
178,8.57,1.57,7.0,7.15,1,95,10.7,8.3,5.3,1.7,Baixo,1.4986222407837368,Baixo,1.0,0.0,0.0,3,1
179,8.16,2.48,5.68,5.7,1,111,11.1,6.3,6.2,3.0,Baixo,2.7882598816229445,Baixo,0.8033333333333333,0.19666666666666666,0.0,3,1
180,16.36,3.01,13.35,6.42,1,62,5.5,10.0,2.5,0.0,Baixo,-0.3777625328916576,Baixo,1.0,0.0,0.0,0,3
181,4.56,0.57,3.99,8.06,2,118,9.6,6.3,7.6,4.7,Medio,4.2858562370910835,Medio,0.03666666666666667,0.95,0.013333333333333334,1,1
182,9.88,1.74,8.14,6.3,1,175,10.6,10.0,5.1,1.5,Baixo,0.733025573914516,Baixo,1.0,0.0,0.0,3,0
183,7.35,0.94,6.41,6.18,1,120,10.2,8.0,5.4,0.8,Baixo,1.7405096422526227,Baixo,1.0,0.0,0.0,3,0
184,6.92,0.5,6.42,8.57,2,168,0.0,5.7,7.9,4.4,Medio,4.895253083188369,Medio,0.01,0.9833333333333333,0.006666666666666667,1,1
185,7.05,0.35,6.7,7.72,1,187,0.0,6.8,5.9,3.2,Medio,2.820349502155513,Medio,0.35,0.65,0.0,2,2
186,12.92,2.51,10.41,6.33,1,110,1.8,10.0,4.4,0.0,Baixo,0.41414413325212385,Baixo,1.0,0.0,0.0,0,0
187,11.06,2.88,8.18,5.86,1,25,7.4,10.0,2.8,0.0,Baixo,-0.35021262717476764,Baixo,1.0,0.0,0.0,0,2
188,10.75,6.43,4.32,6.12,1,0,7.8,7.4,6.7,2.9,Baixo,2.1123421161932705,Baixo,0.9,0.1,0.0,3,3
189,12.27,6.71,5.56,7.53,1,91,12.5,10.0,4.9,0.0,Baixo,0.4142929063786225,Baixo,1.0,0.0,0.0,0,3
190,13.51,2.03,11.48,6.35,1,58,0.0,10.0,3.6,0.0,Baixo,0.05469655299922582,Baixo,1.0,0.0,0.0,0,3
191,10.19,0.84,9.35,6.39,1,101,3.4,10.0,3.1,0.0,Baixo,0.007775823607492072,Baixo,1.0,0.0,0.0,0,0
192,7.02,0.71,6.31,7.81,2,118,15.6,6.4,7.0,3.6,Medio,3.9488095767700404,Medio,0.016666666666666666,0.98,0.0033333333333333335,1,1
193,7.34,2.24,5.1,6.66,1,295,9.4,9.1,4.2,1.6,Baixo,1.2340656137240187,Baixo,0.9966666666666667,0.0033333333333333335,0.0,3,3
194,10.4,0.54,9.86,7.94,1,0,10.7,10.0,4.5,0.0,Baixo,0.1690178401185154,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,2
195,10.82,4.01,6.81,7.87,2,0,16.3,10.0,5.0,1.9,Baixo,1.1442719119662916,Baixo,0.9733333333333334,0.02666666666666667,0.0,3,3
196,5.85,0.58,5.27,7.18,1,148,2.0,7.4,5.4,2.0,Baixo,2.2416347917283392,Baixo,0.9633333333333334,0.03666666666666667,0.0,2,1
197,10.95,2.64,8.31,6.17,1,62,5.8,10.0,4.8,0.8,Baixo,0.39807299272942576,Baixo,1.0,0.0,0.0,0,3
198,8.08,3.75,4.33,5.1,1,132,5.6,7.0,6.3,3.1,Medio,2.5510815285296182,Medio,0.28,0.72,0.0,3,3
199,11.65,0.58,11.07,5.47,1,129,0.0,10.0,4.6,0.1,Baixo,0.5494391323754702,Baixo,1.0,0.0,0.0,0,0
200,8.93,1.62,7.31,5.89,1,189,6.9,10.0,4.5,0.0,Baixo,0.6171828688426944,Baixo,1.0,0.0,0.0,0,0
201,11.79,7.06,4.73,6.76,1,0,12.2,10.0,3.2,0.0,Baixo,-0.35415603223785386,Baixo,1.0,0.0,0.0,0,3
202,6.09,0.59,5.5,7.27,2,84,11.9,8.5,6.7,2.8,Baixo,2.748641009581995,Baixo,0.82,0.18,0.0,3,0
203,8.64,1.15,7.49,6.11,1,140,12.8,6.6,5.7,2.9,Baixo,2.545823684530993,Baixo,0.8566666666666667,0.14333333333333334,0.0,3,2
204,7.71,0.87,6.84,7.1,1,170,7.4,6.4,5.2,2.5,Baixo,2.654885954589563,Baixo,0.8766666666666667,0.12333333333333334,0.0,2,0
205,10.68,0.88,9.8,7.08,1,241,3.1,10.0,5.0,0.6,Baixo,0.9577538542339732,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,0
206,8.73,0.65,8.08,7.43,1,169,13.1,9.4,6.0,2.6,Baixo,1.3279853791547882,Baixo,0.9766666666666667,0.023333333333333334,0.0,3,0
207,7.3,0.72,6.58,5.83,1,112,6.4,9.8,4.8,0.0,Baixo,0.6568298671882564,Baixo,1.0,0.0,0.0,0,0
208,10.89,7.48,3.41,6.7,1,32,9.5,10.0,5.5,1.0,Baixo,0.48235874465876183,Baixo,0.9933333333333333,0.006666666666666667,0.0,0,3
209,11.14,1.56,9.58,5.66,1,54,10.4,9.6,4.3,0.0,Baixo,0.3678697103841193,Baixo,1.0,0.0,0.0,0,0
210,12.56,2.93,9.63,7.54,1,56,15.9,10.0,3.7,0.0,Baixo,-0.05710266726462443,Baixo,1.0,0.0,0.0,0,3
211,11.96,6.74,5.22,7.27,1,134,10.2,9.3,3.9,0.3,Baixo,0.5759545803121888,Baixo,1.0,0.0,0.0,0,3
212,11.15,0.56,10.59,6.1,1,114,0.1,9.2,5.4,0.6,Baixo,1.1903389396430162,Baixo,1.0,0.0,0.0,0,0
213,5.28,3.59,1.69,7.07,2,37,4.5,6.5,6.5,3.9,Medio,3.6419285229547445,Medio,0.13,0.86,0.01,2,1
214,7.32,1.08,6.24,6.98,1,86,13.3,9.2,5.5,1.9,Baixo,1.0703159423291657,Baixo,1.0,0.0,0.0,3,0
215,9.39,0.47,8.92,5.16,1,162,9.0,10.0,4.1,0.6,Baixo,0.3902302287259678,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,0
216,11.12,4.7,6.42,7.06,1,119,4.3,8.3,4.5,1.3,Baixo,1.318113010518678,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,3
217,3.49,0.52,2.97,7.59,3,173,12.4,1.9,10.0,7.8,Alto,8.27976247641182,Alto,0.0,0.09333333333333334,0.9066666666666666,1,1
218,15.38,2.09,13.29,6.85,1,92,4.0,10.0,3.3,0.1,Baixo,-0.009012891761555508,Baixo,1.0,0.0,0.0,0,0
219,11.64,0.68,10.96,5.74,1,200,7.4,10.0,3.8,1.6,Baixo,0.3930205788479757,Baixo,1.0,0.0,0.0,0,2
220,9.13,0.98,8.15,6.54,1,120,12.1,8.4,5.8,1.4,Baixo,1.6347452225818144,Baixo,0.9933333333333333,0.006666666666666667,0.0,3,0
221,7.48,0.48,7.0,6.25,1,95,4.1,6.4,7.1,2.9,Baixo,3.0957530021483213,Baixo,0.7133333333333334,0.2866666666666667,0.0,2,2
222,10.03,1.22,8.81,5.95,1,27,15.1,10.0,4.7,0.0,Baixo,0.1985407444066012,Baixo,1.0,0.0,0.0,3,0
223,5.5,1.97,3.53,6.68,1,145,6.3,5.4,6.4,3.2,Medio,3.4946412532595783,Medio,0.07,0.93,0.0,2,1
224,9.53,2.23,7.3,7.64,2,0,8.4,10.0,4.7,0.0,Baixo,1.1562012779691497,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,0
225,8.16,0.92,7.24,6.58,1,94,17.3,7.4,5.7,2.3,Baixo,2.0018515690932244,Baixo,0.9966666666666667,0.0033333333333333335,0.0,3,2
226,9.32,0.8,8.52,7.18,1,92,0.0,7.4,5.6,1.6,Baixo,2.1549818829877427,Baixo,0.9833333333333333,0.016666666666666666,0.0,2,0
227,7.42,1.06,6.36,6.98,2,18,9.0,3.5,7.3,4.3,Medio,5.312903499244106,Medio,0.03,0.9633333333333334,0.006666666666666667,1,1
228,8.06,1.85,6.21,6.09,1,40,12.6,8.4,5.7,1.9,Baixo,1.399314062646358,Baixo,0.99,0.01,0.0,3,2
229,9.51,2.33,7.18,6.78,1,155,11.1,8.8,4.9,0.6,Baixo,1.233813754122442,Baixo,1.0,0.0,0.0,3,3
230,11.85,6.4,5.45,7.15,1,106,4.7,9.3,3.3,0.0,Baixo,0.3793514531733151,Baixo,1.0,0.0,0.0,0,3
231,10.64,1.25,9.39,5.78,1,98,3.1,10.0,3.6,0.9,Baixo,0.13874109160627324,Baixo,1.0,0.0,0.0,0,0
232,7.51,0.73,6.78,7.93,2,135,12.2,7.8,5.8,2.0,Baixo,2.9372727329609396,Baixo,0.9266666666666666,0.07333333333333333,0.0,3,0
233,6.2,0.31,5.89,6.79,1,127,14.2,6.9,6.1,1.6,Baixo,2.52325796679937,Baixo,0.87,0.13,0.0,3,2
234,7.26,0.96,6.3,6.86,1,198,3.1,9.9,5.9,1.3,Baixo,1.2188512584690598,Baixo,0.99,0.01,0.0,2,2
235,10.23,3.11,7.12,7.46,1,114,0.7,10.0,4.4,1.0,Baixo,0.4862680611324537,Baixo,1.0,0.0,0.0,0,3
236,10.18,5.4,4.78,6.39,1,0,8.1,8.9,4.2,0.0,Baixo,0.5823205365447128,Baixo,1.0,0.0,0.0,0,3
237,8.98,1.47,7.51,6.94,1,211,7.3,7.6,5.6,2.5,Baixo,2.252248178479155,Baixo,1.0,0.0,0.0,2,2
238,10.39,0.96,9.43,6.6,2,122,6.3,10.0,4.6,1.6,Baixo,1.4144949840397314,Baixo,1.0,0.0,0.0,0,0
239,8.71,0.48,8.23,7.14,1,61,10.9,9.6,4.8,0.0,Baixo,0.6075947673563524,Baixo,1.0,0.0,0.0,3,2
240,9.04,0.45,8.59,5.2,1,19,7.3,9.5,5.0,1.0,Baixo,0.6082971037102545,Baixo,1.0,0.0,0.0,0,0
241,7.05,1.19,5.86,5.81,1,140,0.0,6.4,6.9,3.7,Medio,3.1718877514509423,Medio,0.17666666666666667,0.8233333333333334,0.0,2,0
242,7.76,2.5,5.26,7.72,2,103,2.4,7.9,6.1,2.6,Baixo,2.988048110924791,Baixo,0.8533333333333334,0.14333333333333334,0.0033333333333333335,2,3
243,6.86,0.72,6.14,8.24,2,229,10.0,5.2,8.3,6.1,Medio,5.303458124147742,Medio,0.0,0.9666666666666667,0.03333333333333333,1,1
244,10.39,0.57,9.82,6.17,1,74,6.4,10.0,4.8,1.1,Baixo,0.44284920579796516,Baixo,1.0,0.0,0.0,0,0
245,10.13,0.51,9.62,6.59,1,34,0.0,10.0,3.9,0.0,Baixo,0.1450768803743543,Baixo,1.0,0.0,0.0,0,0
246,8.8,6.69,2.11,7.29,2,166,0.0,6.8,7.7,3.9,Medio,4.170377671830537,Medio,0.07666666666666666,0.9033333333333333,0.02,2,1
247,8.45,1.83,6.62,7.65,2,170,8.3,5.2,7.2,4.2,Medio,4.793149154162936,Medio,0.03,0.97,0.0,1,1
248,10.13,2.55,7.58,5.2,1,106,14.5,8.5,4.4,1.0,Baixo,1.0264798432142905,Baixo,1.0,0.0,0.0,3,2
249,9.61,5.75,3.86,6.39,2,155,8.7,10.0,6.0,2.2,Baixo,1.873974651550671,Baixo,0.9,0.1,0.0,3,3
250,12.69,5.84,6.85,6.26,1,81,11.1,10.0,5.1,0.3,Baixo,0.43986262471674964,Baixo,1.0,0.0,0.0,0,3
251,11.19,4.91,6.28,7.17,1,102,6.0,10.0,4.1,0.0,Baixo,0.2743097584437182,Baixo,1.0,0.0,0.0,0,3
252,4.87,0.41,4.46,9.74,3,214,2.5,2.7,8.9,8.4,Alto,7.772261974714347,Alto,0.016666666666666666,0.19666666666666666,0.7866666666666666,1,1
253,13.66,0.79,12.87,6.33,1,128,7.2,10.0,3.6,0.2,Baixo,0.15282530363585423,Baixo,1.0,0.0,0.0,0,0
254,9.8,0.65,9.15,5.88,1,91,9.9,8.6,5.3,1.1,Baixo,1.3094352386885608,Baixo,1.0,0.0,0.0,3,0
255,6.42,4.43,1.99,7.63,1,208,8.4,7.6,6.6,3.1,Medio,2.56863145079608,Medio,0.22666666666666666,0.7733333333333333,0.0,2,1
256,9.26,0.46,8.8,8.03,2,0,0.0,7.1,6.5,4.0,Medio,3.3068985455405837,Medio,0.11333333333333333,0.8866666666666667,0.0,2,0
257,9.66,1.16,8.5,7.14,1,249,5.1,8.4,5.0,0.0,Baixo,1.7734449761608007,Baixo,1.0,0.0,0.0,2,0
258,2.44,0.12,2.32,7.25,3,21,6.4,0.6,10.0,8.9,Alto,8.643095728668387,Alto,0.01,0.09666666666666666,0.8933333333333333,1,1
259,8.87,1.0,7.87,7.87,1,62,10.6,8.5,4.9,0.3,Baixo,1.2127555564373853,Baixo,1.0,0.0,0.0,3,2
260,8.89,2.93,5.96,7.66,2,105,13.3,7.8,6.6,3.4,Medio,3.067826273926872,Medio,0.19333333333333333,0.8066666666666666,0.0,3,1
261,7.83,1.79,6.04,6.32,2,97,5.9,7.4,6.1,3.1,Medio,3.159105611444195,Medio,0.33666666666666667,0.6633333333333333,0.0,2,0
262,14.18,2.4,11.78,6.57,1,143,5.3,7.8,4.8,2.0,Baixo,1.6872247414830548,Baixo,0.9866666666666667,0.013333333333333334,0.0,0,3
263,7.64,0.55,7.09,7.91,1,31,11.0,6.9,5.8,1.9,Baixo,2.244305676904548,Baixo,0.92,0.08,0.0,3,0
264,8.86,0.68,8.18,7.93,1,119,12.1,8.5,5.0,0.2,Baixo,1.368715498812767,Baixo,1.0,0.0,0.0,3,2
265,8.08,1.42,6.66,7.1,1,68,8.3,10.0,4.4,0.0,Baixo,0.3216187976998608,Baixo,1.0,0.0,0.0,0,0
266,7.95,0.88,7.07,6.82,1,126,10.8,6.7,6.7,3.2,Medio,2.8261071862896814,Medio,0.16666666666666666,0.8333333333333334,0.0,3,2
267,9.23,6.1,3.13,8.13,2,105,8.6,8.4,5.2,2.8,Baixo,2.355253423493897,Baixo,0.9733333333333334,0.02666666666666667,0.0,2,3
268,9.2,2.55,6.65,5.93,1,103,8.5,10.0,4.0,0.0,Baixo,0.22712022592497094,Baixo,1.0,0.0,0.0,0,3
269,11.55,0.58,10.97,6.98,1,48,7.2,9.3,5.6,1.6,Baixo,0.9865917488505709,Baixo,1.0,0.0,0.0,0,0
270,6.15,0.37,5.78,6.39,1,86,9.3,7.5,6.5,1.9,Baixo,2.291175292228865,Baixo,0.8866666666666667,0.11333333333333333,0.0,3,0
271,9.01,2.73,6.28,8.01,2,130,10.1,6.8,4.9,3.2,Medio,3.139064732301507,Medio,0.25666666666666665,0.7433333333333333,0.0,2,1
272,5.87,3.68,2.19,7.19,1,183,15.2,5.9,6.2,3.0,Baixo,3.1692064241554827,Baixo,0.78,0.21333333333333335,0.006666666666666667,3,1
273,10.13,5.13,5.0,7.99,2,60,10.4,7.7,4.7,2.4,Baixo,2.4191752891143405,Baixo,0.91,0.09,0.0,2,3
274,10.57,0.53,10.04,7.21,3,34,0.7,7.0,6.0,4.4,Medio,4.1503941397839315,Medio,0.18333333333333332,0.81,0.006666666666666667,2,2
275,12.39,5.27,7.12,5.48,1,123,7.7,10.0,2.1,0.0,Baixo,-0.38274408911324587,Baixo,1.0,0.0,0.0,0,3
276,9.94,1.11,8.83,8.16,2,157,0.8,10.0,4.2,1.3,Baixo,1.472848468555527,Baixo,0.9933333333333333,0.006666666666666667,0.0,2,3
277,4.47,1.04,3.43,8.39,3,65,9.8,3.9,8.8,8.0,Alto,6.66544282484759,Alto,0.0,0.29,0.71,1,1
278,10.54,6.2,4.34,6.21,1,0,6.0,8.0,4.0,0.4,Baixo,0.9817016312656928,Baixo,1.0,0.0,0.0,0,3
279,7.24,0.67,6.57,7.03,1,75,2.1,8.4,5.4,2.6,Baixo,1.5421127098291068,Baixo,1.0,0.0,0.0,2,0
280,9.07,3.61,5.46,7.16,1,50,5.6,10.0,4.2,1.3,Baixo,0.21793293642978107,Baixo,1.0,0.0,0.0,0,3
281,9.51,1.26,8.25,6.46,2,98,5.7,7.1,7.0,3.5,Medio,3.590073682070509,Medio,0.20666666666666667,0.7933333333333333,0.0,2,2
282,14.09,7.1,6.99,7.76,2,35,3.3,10.0,5.1,1.0,Baixo,1.3376541607948047,Baixo,0.9933333333333333,0.006666666666666667,0.0,0,3
283,5.59,1.48,4.11,7.58,2,171,13.4,6.3,7.5,3.9,Medio,4.3103634383277125,Medio,0.01,0.99,0.0,1,1
284,2.44,0.29,2.15,6.04,1,132,16.1,6.7,6.6,2.8,Baixo,2.7940379830534234,Baixo,0.7333333333333333,0.21,0.056666666666666664,3,1
285,8.38,0.42,7.96,7.27,2,111,5.1,6.9,7.6,3.1,Medio,3.956683858510967,Medio,0.056666666666666664,0.9433333333333334,0.0,2,0
286,9.26,3.6,5.66,6.71,1,112,5.8,7.8,4.4,1.4,Baixo,1.5256348293275925,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,3
287,12.73,2.63,10.1,6.47,1,97,0.0,10.0,3.0,0.6,Baixo,-0.035515212397513984,Baixo,1.0,0.0,0.0,0,0
288,10.2,0.51,9.69,6.6,1,96,12.5,10.0,4.2,0.0,Baixo,0.2535292601213568,Baixo,1.0,0.0,0.0,0,0
289,11.67,2.83,8.84,7.25,1,121,7.1,8.6,6.0,1.5,Baixo,1.6294408656289054,Baixo,0.9566666666666667,0.043333333333333335,0.0,0,0
290,9.75,2.51,7.24,7.81,2,43,5.3,5.5,6.6,3.1,Medio,4.165675843912801,Medio,0.06666666666666667,0.9333333333333333,0.0,2,2
291,5.03,0.89,4.14,7.83,1,224,12.7,6.2,6.5,3.5,Medio,3.2843610143895163,Medio,0.06,0.94,0.0,1,1
292,8.88,0.44,8.44,6.75,1,86,7.3,8.4,4.2,1.1,Baixo,1.1115691463699224,Baixo,1.0,0.0,0.0,0,0
293,11.12,1.17,9.95,6.76,1,2,3.1,10.0,4.7,0.2,Baixo,0.2767801699464534,Baixo,1.0,0.0,0.0,0,2
294,5.35,0.31,5.04,7.63,2,140,10.6,6.5,7.6,4.1,Medio,4.2100244413592725,Medio,0.006666666666666667,0.99,0.0033333333333333335,1,1
295,10.38,4.83,5.55,6.14,1,33,1.8,9.5,4.9,0.4,Baixo,0.6432122728884879,Baixo,1.0,0.0,0.0,0,3
296,10.79,0.54,10.25,7.31,1,143,5.9,7.8,4.7,1.9,Baixo,1.7174117966435634,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,0
297,7.38,1.53,5.85,7.68,2,269,6.9,9.8,5.0,1.8,Baixo,2.039973455583143,Baixo,0.9866666666666667,0.013333333333333334,0.0,2,1
298,10.13,2.61,7.52,8.17,1,45,7.3,8.6,4.1,0.9,Baixo,0.8856774279316832,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,3
299,6.4,0.54,5.86,8.49,1,145,8.6,5.5,6.7,3.7,Medio,3.561427923822267,Medio,0.023333333333333334,0.9733333333333334,0.0033333333333333335,1,1
300,8.62,3.15,5.47,6.49,1,0,15.5,10.0,3.9,0.5,Baixo,-0.11084306100358887,Baixo,1.0,0.0,0.0,3,3
301,11.05,0.81,10.24,7.35,1,121,6.4,10.0,3.4,0.4,Baixo,0.1333944421729525,Baixo,1.0,0.0,0.0,0,0
302,8.55,2.65,5.9,6.41,1,47,0.0,8.7,4.8,1.1,Baixo,1.1117063347361136,Baixo,1.0,0.0,0.0,0,3
303,10.36,0.52,9.84,7.44,2,54,0.0,9.8,4.6,2.1,Baixo,1.4452326839446137,Baixo,0.9966666666666667,0.0033333333333333335,0.0,2,0
304,6.82,0.98,5.84,6.95,1,39,8.2,9.1,4.8,1.0,Baixo,0.847212872107086,Baixo,1.0,0.0,0.0,3,0
305,12.63,1.68,10.95,5.69,1,133,1.9,10.0,4.2,1.1,Baixo,0.39871325705678284,Baixo,1.0,0.0,0.0,0,3
306,10.07,1.71,8.36,7.21,1,173,6.5,10.0,4.3,0.8,Baixo,0.5403019895454717,Baixo,1.0,0.0,0.0,0,0
307,10.44,1.87,8.57,4.64,1,94,5.5,7.1,5.2,0.9,Baixo,2.042835974679675,Baixo,0.95,0.05,0.0,0,2
308,7.77,1.38,6.39,5.87,1,53,5.6,9.4,5.0,1.5,Baixo,0.7804466406119608,Baixo,1.0,0.0,0.0,0,2
309,8.45,2.96,5.49,6.97,2,218,0.0,6.3,6.0,4.0,Medio,4.036065367679312,Medio,0.13333333333333333,0.86,0.006666666666666667,2,3
310,7.77,3.57,4.2,7.28,2,58,5.7,9.1,5.7,1.9,Baixo,2.0927622863671056,Baixo,0.9666666666666667,0.03333333333333333,0.0,2,3
311,8.56,3.17,5.39,6.9,1,0,11.4,9.1,5.0,0.9,Baixo,0.7459853135929522,Baixo,1.0,0.0,0.0,3,3
312,5.18,0.73,4.45,6.42,1,162,8.2,5.1,6.1,3.4,Medio,3.5785687522544714,Medio,0.21,0.79,0.0,3,1
313,9.55,1.33,8.22,6.37,1,26,0.0,10.0,5.0,0.5,Baixo,0.46736117590511395,Baixo,1.0,0.0,0.0,0,2
314,9.73,1.55,8.18,7.35,1,174,7.8,10.0,3.8,0.0,Baixo,0.3790270544258769,Baixo,1.0,0.0,0.0,0,0
315,6.71,1.59,5.12,7.86,1,91,16.2,8.3,5.5,2.3,Baixo,1.5297812960165489,Baixo,0.9733333333333334,0.02666666666666667,0.0,3,2
316,7.17,1.87,5.3,7.36,2,160,9.2,5.0,8.0,5.1,Medio,5.119026080222393,Medio,0.006666666666666667,0.9933333333333333,0.0,1,1
317,7.77,0.39,7.38,8.13,2,208,0.0,6.3,7.3,4.1,Medio,4.479448255775142,Medio,0.01,0.98,0.01,2,1
318,11.71,3.83,7.88,6.98,1,4,10.3,10.0,4.1,0.0,Baixo,-0.0074076165770939895,Baixo,1.0,0.0,0.0,0,3
319,10.02,0.5,9.52,6.28,1,57,0.0,10.0,4.1,0.2,Baixo,0.2567845117733132,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,2
320,13.4,4.99,8.41,6.17,1,72,14.1,10.0,4.4,0.3,Baixo,0.16236266818603973,Baixo,1.0,0.0,0.0,0,3
321,9.01,0.45,8.56,5.97,1,214,10.6,6.2,6.4,3.5,Medio,3.1679926701201144,Medio,0.17666666666666667,0.8233333333333334,0.0,3,2
322,3.64,0.29,3.35,7.7,3,87,0.0,3.0,8.9,6.5,Medio,7.306948667140329,Medio,0.0033333333333333335,0.7433333333333333,0.25333333333333335,1,1
323,9.17,0.46,8.71,8.07,2,69,8.1,7.7,5.5,1.6,Baixo,2.7678087265784965,Baixo,0.95,0.05,0.0,2,2
324,11.2,4.76,6.44,7.18,2,120,7.7,8.5,4.1,2.1,Baixo,1.969787682017832,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,3
325,9.78,1.49,8.29,7.95,1,54,1.9,8.7,5.0,1.9,Baixo,1.2061775643015693,Baixo,1.0,0.0,0.0,2,0
326,8.12,5.53,2.59,7.03,1,124,5.7,8.2,5.2,1.0,Baixo,1.6100754448324595,Baixo,0.9133333333333333,0.08666666666666667,0.0,2,3
327,9.61,3.45,6.16,8.1,2,0,2.0,3.1,8.4,6.8,Medio,5.880488428630253,Medio,0.06333333333333334,0.8833333333333333,0.05333333333333334,1,1
328,13.08,2.05,11.03,6.32,1,237,7.9,10.0,4.0,0.7,Baixo,0.5277888852071357,Baixo,1.0,0.0,0.0,0,3
329,10.7,2.18,8.52,8.02,2,2,3.1,8.0,6.4,2.6,Baixo,2.763174391038349,Baixo,0.8433333333333334,0.15666666666666668,0.0,2,2
330,10.31,6.31,4.0,6.83,1,73,0.0,10.0,3.8,0.0,Baixo,0.16382278105738468,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,3
331,10.6,1.33,9.27,7.3,2,88,5.3,8.1,6.2,1.9,Baixo,2.8215422196980513,Baixo,0.9033333333333333,0.09666666666666666,0.0,2,0
332,11.1,3.99,7.11,7.92,3,225,10.0,8.2,5.7,4.2,Medio,3.7903478596743403,Medio,0.26,0.74,0.0,2,3
333,10.12,2.4,7.72,6.67,1,2,6.6,10.0,4.8,0.0,Baixo,0.26890296173171,Baixo,1.0,0.0,0.0,0,0
334,6.85,0.41,6.44,7.62,2,259,17.5,7.8,5.4,2.5,Baixo,3.0521796858474133,Baixo,0.9433333333333334,0.056666666666666664,0.0,3,0
335,9.72,0.67,9.05,7.95,1,152,4.4,10.0,4.5,1.0,Baixo,0.6061709426280553,Baixo,1.0,0.0,0.0,0,0
336,10.6,2.29,8.31,6.63,1,120,9.5,9.7,3.1,0.0,Baixo,0.1293131229350406,Baixo,1.0,0.0,0.0,0,2
337,11.54,0.95,10.59,5.58,1,18,6.7,10.0,3.9,0.0,Baixo,-0.008117562620992835,Baixo,1.0,0.0,0.0,0,0
338,11.28,2.5,8.78,8.45,3,132,6.4,8.3,6.2,3.5,Medio,3.7374394724588393,Medio,0.08666666666666667,0.9133333333333333,0.0,2,2
339,8.89,0.94,7.95,6.64,1,52,8.1,8.8,4.6,1.0,Baixo,0.9391220342910023,Baixo,1.0,0.0,0.0,0,2
340,9.14,2.87,6.27,7.09,1,188,4.7,9.9,3.8,0.6,Baixo,0.4851929465136591,Baixo,1.0,0.0,0.0,0,3
341,9.43,0.47,8.96,7.92,1,34,10.8,8.6,5.4,1.1,Baixo,1.2509085386833576,Baixo,0.9966666666666667,0.0033333333333333335,0.0,3,2
342,4.96,2.68,2.28,7.18,1,121,1.4,8.2,5.7,3.3,Medio,1.866266884954409,Medio,0.34,0.66,0.0,2,3
343,4.48,1.11,3.37,6.87,1,90,4.8,5.3,6.7,3.4,Medio,3.5466979046811478,Medio,0.11666666666666667,0.88,0.0033333333333333335,1,1
344,6.34,0.78,5.56,7.61,2,49,7.0,6.8,6.8,3.4,Medio,3.6122886192412396,Medio,0.02666666666666667,0.9733333333333334,0.0,2,1
345,10.42,2.58,7.84,5.41,1,148,15.3,10.0,5.8,0.5,Baixo,0.8048214819870285,Baixo,0.99,0.01,0.0,3,2
346,6.85,0.44,6.41,7.02,1,148,9.6,9.0,5.9,1.6,Baixo,1.4966592267758605,Baixo,0.9966666666666667,0.0033333333333333335,0.0,3,2
347,9.39,1.37,8.02,7.07,1,180,7.5,7.4,6.1,2.8,Baixo,2.434828623214729,Baixo,0.95,0.05,0.0,2,2
348,6.67,0.53,6.14,7.12,1,0,3.5,8.0,5.9,2.3,Baixo,1.7170648377582824,Baixo,0.9933333333333333,0.006666666666666667,0.0,2,2
349,10.19,5.48,4.71,5.62,1,170,8.1,10.0,4.4,0.0,Baixo,0.47638461979044644,Baixo,1.0,0.0,0.0,0,3
350,13.59,5.85,7.74,7.66,1,253,6.0,10.0,2.3,0.0,Baixo,0.04647482688937199,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,3
351,1.32,0.17,1.15,8.39,2,124,13.4,0.2,9.7,8.4,Alto,8.049378505051406,Alto,0.0033333333333333335,0.11666666666666667,0.88,1,1
352,14.02,7.36,6.66,7.5,1,210,1.8,10.0,3.4,0.5,Baixo,0.31566093790410665,Baixo,1.0,0.0,0.0,0,3
353,7.06,1.54,5.52,7.11,1,96,5.6,9.1,4.0,0.6,Baixo,0.7555753482363667,Baixo,1.0,0.0,0.0,0,0
354,9.87,2.41,7.46,6.21,1,2,7.1,8.8,4.1,0.8,Baixo,0.6397050023453614,Baixo,1.0,0.0,0.0,0,0
355,6.97,0.35,6.62,7.48,1,90,6.5,7.1,4.7,1.4,Baixo,1.982887903991887,Baixo,0.9666666666666667,0.03333333333333333,0.0,2,2
